DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial"
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P22557,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q8TD30,Alanine aminotransferase 2
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96EN8,Molybdenum cofactor sulfurase
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q96GA7,Serine dehydratase-like
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9GZT4,Serine racemase
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9NUV7,Serine palmitoyltransferase 3
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,Q9UGI5,Glutamic acid decarboxylase
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic"
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q99707,Methionine synthase
DB00115,Cyanocobalamin,SmallMoleculeDrug,P22033,"Methylmalonyl-CoA mutase, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein
DB00115,Cyanocobalamin,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00118,Ademetionine,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00118,Ademetionine,SmallMoleculeDrug,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1
DB00118,Ademetionine,SmallMoleculeDrug,Q9HBK9,Arsenite methyltransferase
DB00118,Ademetionine,SmallMoleculeDrug,Q14749,Glycine N-methyltransferase
DB00118,Ademetionine,SmallMoleculeDrug,P17707,S-adenosylmethionine decarboxylase proenzyme
DB00118,Ademetionine,SmallMoleculeDrug,P31153,S-adenosylmethionine synthase isoform type-2
DB00118,Ademetionine,SmallMoleculeDrug,P35520,Cystathionine beta-synthase
DB00118,Ademetionine,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1
DB00119,Pyruvic acid,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4
DB00119,Pyruvic acid,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8
DB00119,Pyruvic acid,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15375,Monocarboxylate transporter 6
DB00119,Pyruvic acid,SmallMoleculeDrug,P30613,Pyruvate kinase PKLR
DB00119,Pyruvic acid,SmallMoleculeDrug,O15403,Monocarboxylate transporter 7
DB00119,Pyruvic acid,SmallMoleculeDrug,O60669,Monocarboxylate transporter 2
DB00119,Pyruvic acid,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,P14618,Pyruvate kinase PKM
DB00119,Pyruvic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15374,Monocarboxylate transporter 5
DB00119,Pyruvic acid,SmallMoleculeDrug,O95907,Monocarboxylate transporter 3
DB00119,Pyruvic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00119,Pyruvic acid,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial"
DB00120,Phenylalanine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00120,Phenylalanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2
DB00120,Phenylalanine,SmallMoleculeDrug,Q9Y285,Phenylalanine--tRNA ligase alpha subunit
DB00120,Phenylalanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase
DB00120,Phenylalanine,SmallMoleculeDrug,O95363,"Phenylalanine--tRNA ligase, mitochondrial"
DB00120,Phenylalanine,SmallMoleculeDrug,Q9NSD9,Phenylalanine--tRNA ligase beta subunit
DB00120,Phenylalanine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase
DB00121,Biotin,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P50747,Biotin--protein ligase
DB00121,Biotin,SmallMoleculeDrug,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,O00763,Acetyl-CoA carboxylase 2
DB00121,Biotin,SmallMoleculeDrug,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,Q13085,Acetyl-CoA carboxylase 1
DB00122,Choline,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7
DB00122,Choline,SmallMoleculeDrug,Q9Y5K3,Choline-phosphate cytidylyltransferase B
DB00122,Choline,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB00122,Choline,SmallMoleculeDrug,P49585,Choline-phosphate cytidylyltransferase A
DB00122,Choline,SmallMoleculeDrug,O14939,Phospholipase D2
DB00122,Choline,SmallMoleculeDrug,P06276,Cholinesterase
DB00122,Choline,SmallMoleculeDrug,Q13393,Phospholipase D1
DB00122,Choline,SmallMoleculeDrug,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase
DB00123,Lysine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1
DB00123,Lysine,SmallMoleculeDrug,O43246,Cationic amino acid transporter 4
DB00123,Lysine,SmallMoleculeDrug,Q8WY07,Cationic amino acid transporter 3
DB00123,Lysine,SmallMoleculeDrug,P52569,Cationic amino acid transporter 2
DB00123,Lysine,SmallMoleculeDrug,Q15046,Lysine--tRNA ligase
DB00126,Ascorbic acid,SmallMoleculeDrug,Q54873,Hyaluronate lyase
DB00126,Ascorbic acid,SmallMoleculeDrug,P24300,Xylose isomerase
DB00126,Ascorbic acid,SmallMoleculeDrug,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
DB00126,Ascorbic acid,SmallMoleculeDrug,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal"
DB00126,Ascorbic acid,SmallMoleculeDrug,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
DB00126,Ascorbic acid,SmallMoleculeDrug,O75936,Gamma-butyrobetaine dioxygenase
DB00126,Ascorbic acid,SmallMoleculeDrug,P09172,Dopamine beta-hydroxylase
DB00126,Ascorbic acid,SmallMoleculeDrug,P19021,Peptidyl-glycine alpha-amidating monooxygenase
DB00126,Ascorbic acid,SmallMoleculeDrug,Q32P28,Prolyl 3-hydroxylase 1
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8IVL5,Prolyl 3-hydroxylase 2
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8IVL6,Prolyl 3-hydroxylase 3
DB00126,Ascorbic acid,SmallMoleculeDrug,P13674,Prolyl 4-hydroxylase subunit alpha-1
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8N543,Prolyl 3-hydroxylase OGFOD1
DB00126,Ascorbic acid,SmallMoleculeDrug,Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
DB00126,Ascorbic acid,SmallMoleculeDrug,Q6NS38,DNA oxidative demethylase ALKBH2
DB00126,Ascorbic acid,SmallMoleculeDrug,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9BY66,Lysine-specific demethylase 5D
DB00126,Ascorbic acid,SmallMoleculeDrug,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial"
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9NXG6,Transmembrane prolyl 4-hydroxylase
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9GZT9,Egl nine homolog 1
DB00126,Ascorbic acid,SmallMoleculeDrug,Q96KS0,Egl nine homolog 2
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9H6Z9,Egl nine homolog 3
DB00128,Aspartic acid,SmallMoleculeDrug,Q8N142,Adenylosuccinate synthetase isozyme 1
DB00128,Aspartic acid,SmallMoleculeDrug,P30520,Adenylosuccinate synthetase isozyme 2
DB00128,Aspartic acid,SmallMoleculeDrug,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2
DB00128,Aspartic acid,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic"
DB00128,Aspartic acid,SmallMoleculeDrug,P45381,Aspartoacylase
DB00128,Aspartic acid,SmallMoleculeDrug,P08243,Asparagine synthetase [glutamine-hydrolyzing]
DB00128,Aspartic acid,SmallMoleculeDrug,P00966,Argininosuccinate synthase
DB00128,Aspartic acid,SmallMoleculeDrug,Q03154,Aminoacylase-1
DB00128,Aspartic acid,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial"
DB00128,Aspartic acid,SmallMoleculeDrug,P14868,"Aspartate--tRNA ligase, cytoplasmic"
DB00128,Aspartic acid,SmallMoleculeDrug,O75746,Calcium-binding mitochondrial carrier protein Aralar1
DB00128,Aspartic acid,SmallMoleculeDrug,Q12797,Aspartyl/asparaginyl beta-hydroxylase
DB00128,Aspartic acid,SmallMoleculeDrug,P22234,Multifunctional protein ADE2
DB00128,Aspartic acid,SmallMoleculeDrug,P30520,Adenylosuccinate synthetase isozyme 2
DB00128,Aspartic acid,SmallMoleculeDrug,P43005,Excitatory amino acid transporter 3
DB00128,Aspartic acid,SmallMoleculeDrug,Q6PI48,"Aspartate--tRNA ligase, mitochondrial"
DB00128,Aspartic acid,SmallMoleculeDrug,Q7L266,Isoaspartyl peptidase/L-asparaginase
DB00128,Aspartic acid,SmallMoleculeDrug,P07998,Ribonuclease pancreatic
DB00128,Aspartic acid,SmallMoleculeDrug,P61626,Lysozyme C
DB00129,Ornithine,SmallMoleculeDrug,P04181,"Ornithine aminotransferase, mitochondrial"
DB00129,Ornithine,SmallMoleculeDrug,P00480,"Ornithine carbamoyltransferase, mitochondrial"
DB00129,Ornithine,SmallMoleculeDrug,P05089,Arginase-1
DB00129,Ornithine,SmallMoleculeDrug,P54368,Ornithine decarboxylase antizyme 1
DB00129,Ornithine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1
DB00129,Ornithine,SmallMoleculeDrug,P52569,Cationic amino acid transporter 2
DB00129,Ornithine,SmallMoleculeDrug,Q9BXI2,Mitochondrial ornithine transporter 2
DB00129,Ornithine,SmallMoleculeDrug,P78540,"Arginase-2, mitochondrial"
DB00129,Ornithine,SmallMoleculeDrug,Q9Y619,Mitochondrial ornithine transporter 1
DB00129,Ornithine,SmallMoleculeDrug,P50440,"Glycine amidinotransferase, mitochondrial"
DB00130,L-Glutamine,SmallMoleculeDrug,P17812,CTP synthase 1
DB00130,L-Glutamine,SmallMoleculeDrug,Q06203,Amidophosphoribosyltransferase
DB00130,L-Glutamine,SmallMoleculeDrug,P15104,Glutamine synthetase
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB00131,Adenosine phosphate,SmallMoleculeDrug,P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
DB00131,Adenosine phosphate,SmallMoleculeDrug,O43741,5'-AMP-activated protein kinase subunit beta-2
DB00131,Adenosine phosphate,SmallMoleculeDrug,P54619,5'-AMP-activated protein kinase subunit gamma-1
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3
DB00131,Adenosine phosphate,SmallMoleculeDrug,P55263,Adenosine kinase
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic"
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q08828,Adenylate cyclase type 1
DB00131,Adenosine phosphate,SmallMoleculeDrug,P33121,Long-chain-fatty-acid--CoA ligase 1
DB00131,Adenosine phosphate,SmallMoleculeDrug,P16220,Cyclic AMP-responsive element-binding protein 1
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB00131,Adenosine phosphate,SmallMoleculeDrug,P49773,Histidine triad nucleotide-binding protein 1
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB00131,Adenosine phosphate,SmallMoleculeDrug,P09467,"Fructose-1,6-bisphosphatase 1"
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,O60427,Fatty acid desaturase 1
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,O95864,Fatty acid desaturase 2
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q8NER1,Transient receptor potential cation channel subfamily V member 1
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q03181,Peroxisome proliferator-activated receptor delta
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q9NXB9,Elongation of very long chain fatty acids protein 2
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q9NYP7,Elongation of very long chain fatty acids protein 5
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P32418,Sodium/calcium exchanger 1
DB00134,Methionine,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase
DB00134,Methionine,SmallMoleculeDrug,Q99707,Methionine synthase
DB00134,Methionine,SmallMoleculeDrug,P50579,Methionine aminopeptidase 2
DB00134,Methionine,SmallMoleculeDrug,Q93088,Betaine--homocysteine S-methyltransferase 1
DB00134,Methionine,SmallMoleculeDrug,Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2
DB00135,Tyrosine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase
DB00135,Tyrosine,SmallMoleculeDrug,Q9Y2Z4,"Tyrosine--tRNA ligase, mitochondrial"
DB00135,Tyrosine,SmallMoleculeDrug,P54577,"Tyrosine--tRNA ligase, cytoplasmic"
DB00135,Tyrosine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00136,Calcitriol,SmallMoleculeDrug,P11473,Vitamin D3 receptor
DB00136,Calcitriol,SmallMoleculeDrug,P31260,Homeobox protein Hox-A10
DB00138,Cystine,SmallMoleculeDrug,Q9UPY5,Cystine/glutamate transporter
DB00138,Cystine,SmallMoleculeDrug,O60931,Cystinosin
DB00139,Succinic acid,SmallMoleculeDrug,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB00139,Succinic acid,SmallMoleculeDrug,Q9BXA5,Succinate receptor 1
DB00140,Riboflavin,SmallMoleculeDrug,Q969G6,Riboflavin kinase
DB00140,Riboflavin,SmallMoleculeDrug,P0AFU8,Riboflavin synthase
DB00140,Riboflavin,SmallMoleculeDrug,P30043,Flavin reductase (NADPH)
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P15291,"Beta-1,4-galactosyltransferase 1"
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,O60513,"Beta-1,4-galactosyltransferase 4"
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,Q9UJ70,N-acetyl-D-glucosamine kinase
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P54802,Alpha-N-acetylglucosaminidase
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P51606,N-acylglucosamine 2-epimerase
DB00142,Glutamic acid,SmallMoleculeDrug,Q13255,Metabotropic glutamate receptor 1
DB00142,Glutamic acid,SmallMoleculeDrug,Q14833,Metabotropic glutamate receptor 4
DB00142,Glutamic acid,SmallMoleculeDrug,Q16099,"Glutamate receptor ionotropic, kainate 4"
DB00142,Glutamic acid,SmallMoleculeDrug,Q16478,"Glutamate receptor ionotropic, kainate 5"
DB00142,Glutamic acid,SmallMoleculeDrug,Q14831,Metabotropic glutamate receptor 7
DB00142,Glutamic acid,SmallMoleculeDrug,O00222,Metabotropic glutamate receptor 8
DB00142,Glutamic acid,SmallMoleculeDrug,O00341,Excitatory amino acid transporter 5
DB00142,Glutamic acid,SmallMoleculeDrug,O14841,5-oxoprolinase
DB00142,Glutamic acid,SmallMoleculeDrug,O15067,Phosphoribosylformylglycinamidine synthase
DB00142,Glutamic acid,SmallMoleculeDrug,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB00142,Glutamic acid,SmallMoleculeDrug,O94925,"Glutaminase kidney isoform, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,P07814,Bifunctional glutamate/proline--tRNA ligase
DB00142,Glutamic acid,SmallMoleculeDrug,P08243,Asparagine synthetase [glutamine-hydrolyzing]
DB00142,Glutamic acid,SmallMoleculeDrug,P15104,Glutamine synthetase
DB00142,Glutamic acid,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic"
DB00142,Glutamic acid,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00142,Glutamic acid,SmallMoleculeDrug,P24298,Alanine aminotransferase 1
DB00142,Glutamic acid,SmallMoleculeDrug,P38435,Vitamin K-dependent gamma-carboxylase
DB00142,Glutamic acid,SmallMoleculeDrug,P43003,Excitatory amino acid transporter 1
DB00142,Glutamic acid,SmallMoleculeDrug,P43004,Excitatory amino acid transporter 2
DB00142,Glutamic acid,SmallMoleculeDrug,P43005,Excitatory amino acid transporter 3
DB00142,Glutamic acid,SmallMoleculeDrug,P48506,Glutamate--cysteine ligase catalytic subunit
DB00142,Glutamic acid,SmallMoleculeDrug,P48664,Excitatory amino acid transporter 4
DB00142,Glutamic acid,SmallMoleculeDrug,P49448,"Glutamate dehydrogenase 2, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,P49915,GMP synthase [glutamine-hydrolyzing]
DB00142,Glutamic acid,SmallMoleculeDrug,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic"
DB00142,Glutamic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB00142,Glutamic acid,SmallMoleculeDrug,Q05932,"Folylpolyglutamate synthase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q07075,Glutamyl aminopeptidase
DB00142,Glutamic acid,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB00142,Glutamic acid,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB00142,Glutamic acid,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB00142,Glutamic acid,SmallMoleculeDrug,Q5JPH6,"Probable glutamate--tRNA ligase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q6IA69,Glutamine-dependent NAD(+) synthetase
DB00142,Glutamic acid,SmallMoleculeDrug,Q8N159,"N-acetylglutamate synthase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB00142,Glutamic acid,SmallMoleculeDrug,Q8TD30,Alanine aminotransferase 2
DB00142,Glutamic acid,SmallMoleculeDrug,Q9UDR5,"Alpha-aminoadipic semialdehyde synthase, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q9UI32,"Glutaminase liver isoform, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,Q9ULA0,Aspartyl aminopeptidase
DB00142,Glutamic acid,SmallMoleculeDrug,Q9UPY5,Cystine/glutamate transporter
DB00142,Glutamic acid,SmallMoleculeDrug,Q9Y646,Carboxypeptidase Q
DB00142,Glutamic acid,SmallMoleculeDrug,Q9Y617,Phosphoserine aminotransferase
DB00142,Glutamic acid,SmallMoleculeDrug,P00367,"Glutamate dehydrogenase 1, mitochondrial"
DB00142,Glutamic acid,SmallMoleculeDrug,P39086,"Glutamate receptor ionotropic, kainate 1"
DB00142,Glutamic acid,SmallMoleculeDrug,P42261,Glutamate receptor 1
DB00142,Glutamic acid,SmallMoleculeDrug,P48507,Glutamate--cysteine ligase regulatory subunit
DB00142,Glutamic acid,SmallMoleculeDrug,Q04609,Glutamate carboxypeptidase 2
DB00142,Glutamic acid,SmallMoleculeDrug,Q05329,Glutamate decarboxylase 2
DB00142,Glutamic acid,SmallMoleculeDrug,Q99259,Glutamate decarboxylase 1
DB00142,Glutamic acid,SmallMoleculeDrug,O95954,Formimidoyltransferase-cyclodeaminase
DB00142,Glutamic acid,SmallMoleculeDrug,P42262,Glutamate receptor 2
DB00142,Glutamic acid,SmallMoleculeDrug,P42263,Glutamate receptor 3
DB00142,Glutamic acid,SmallMoleculeDrug,P48058,Glutamate receptor 4
DB00142,Glutamic acid,SmallMoleculeDrug,P54886,Delta-1-pyrroline-5-carboxylate synthase
